,_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
637,502833486,7/13/2014 18:50:39,,1322049679,7/13/2014 18:50:17,clixsense,0.875,27871219,NLD,07,Amsterdam,87.210.207.223,(IODINE AND TROPOMYOSINE ALLERGY causes ALLERGIC REACTIONS,141,84,,173,102,causes,0.995893206467704,900178-FS1-4,"Physiological role and occurrence of iodine in the organism was reviewed, moreover, ALLERGIC REACTIONS caused by iodine containing chemicals (IODINE AND TROPOMYOSINE ALLERGY",(IODINE AND TROPOMYOSINE ALLERGY,ALLERGIC REACTIONS,RO-cause_of
644,502833487,7/13/2014 18:51:03,,1322049880,7/13/2014 18:50:40,clixsense,0.875,27871219,NLD,07,Amsterdam,87.210.207.223,no_relation,89,0,,96,25,causes,0.34188172937891403,902339-FS1-4,EPITHELIAL OVARIAN CANCER (EOC) arises from the epithelial layer covering the surface of OVARIES and i.p.,OVARIES,EPITHELIAL OVARIAN CANCER,RO-disease_has_primary_anatomic_site
651,502833488,7/13/2014 18:57:26,,1322052929,7/13/2014 18:57:20,neodev,0.8333,25224036,CAN,ON,Sudbury,67.204.218.187,PHEOCHROMOCYTOMA RESECTION causes POSTOPERATIVE HYPERTENSION,33,98,,59,124,causes,0.749268649265355,902985-FS1-4,"? According to an expert review, POSTOPERATIVE HYPERTENSION occurs in up to 50% of patients after PHEOCHROMOCYTOMA RESECTION ( 29.",POSTOPERATIVE HYPERTENSION,PHEOCHROMOCYTOMA RESECTION,RO-disease_may_have_finding
658,502904664,7/14/2014 10:08:52,,1322702699,7/14/2014 10:08:39,clixsense,0.8056,19803139,NLD,11,Leiden,82.139.76.131,ALOPECIA AREATA causes HAIR LOSS,346,278,,354,293,causes,0.979957887012223,902345-FS1-4,"Prognosis  In most cases that begin with a small number of patches of hair loss, hair grows back after a few months to a year.[8] In cases with a greater number of patches, hair can either grow back or progress to alopecia totalis or, in rare cases, universalis.[8]  Effects of ALOPECIA AREATA are mainly psychological (loss of self image due to HAIR LOSS.",HAIR LOSS,ALOPECIA AREATA,RO-disease_has_primary_anatomic_site
665,502904665,7/14/2014 10:07:20,,1322701588,7/14/2014 10:06:41,instagc,0.8889,25901556,GBR,C3,Saint Ives,82.9.129.2,S TYPHI causes ENTERIC FEVER,175,147,,181,160,causes,0.650944554904119,903979-FS1-4,"The specificity of these antibodies was tested by immunoblotting with a panel of crude protein antigens from 12 bacteria causing enteric fever and ENTERIC FEVER like illness: S TYPHI S. paratyphi A, S. paratyphi B, S. paratyphi C, S. choleraesuis, S. enteritidis, S. krefeld, S. panama, S. typhimurium, Escherichia coli, Pseudomonas pseudomallei, and Yersinia enterocolitica.",S TYPHI,ENTERIC FEVER,RO-has_causative_agent
679,502904671,7/14/2014 10:07:07,,1322701387,7/14/2014 10:06:20,clixsense,0.9722,15189335,GBR,K3,Peterborough,81.156.166.189,PHEOCHROMOCYTOMA causes HEADACHE,79,208,,86,224,causes,0.90913729009699,902651-FS1-4,"Combinations of symptoms can be of value: 2 or more symptoms from the triad of HEADACHE palpitations, and diaphoresis were present in the majority of pheochromocytoma patients, but in a smaller number of non PHEOCHROMOCYTOMA patients.",HEADACHE,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
686,502904672,7/14/2014 10:42:15,,1322726555,7/14/2014 10:41:39,prodege,0.5958,24403612,CAN,ON,Ajax,99.242.234.239,no_relation,112,128,,123,137,treats,0.903696114115064,907365-FS1-2,"After an outbreak of hepatitis in Washington, D.C. in 1970 among a group of persons taking isoniazid to prevent TUBERCULOSIS an ISONIAZID surveillance study was conducted among 13,838 persons in 21 participating health departments.",TUBERCULOSIS,ISONIAZID,RO-may_prevent
700,502904675,7/14/2014 10:13:00,,1322705640,7/14/2014 10:12:55,neodev,0.6944,17610000,GBR,I2,Manchester,90.200.140.201,HEADACHE causes MIGRAINE,85,141,,92,149,causes,0.5656854249492379,904763-FS1-4,"An important fraction of the patients admitted to NC, as well as to OC and ENTC, for HEADACHE and/or other complaints were found out to have MIGRAINE by means of a simple screening test.",HEADACHE,MIGRAINE,RO-has_definitional_manifestation
707,502904676,7/14/2014 10:03:37,,1322698523,7/14/2014 10:02:49,clixsense,0.9722,15189335,GBR,K3,Peterborough,81.156.166.189,THYROXIN causes HYPOTHYROIDISM,168,141,,181,149,causes,0.737209780774486,907372-FS1-4,The screening usually consists of measuring thyroxin in dried blood spot specimens followed by measurement of thyrotropin if the results for THYROXIN are suggestive of HYPOTHYROIDISM,HYPOTHYROIDISM,THYROXIN,RO-may_prevent
714,502904677,7/14/2014 10:05:40,,1322700191,7/14/2014 10:04:39,prodege,0.8056,21891314,AUS,07,Glen Iris,58.6.248.249,GANGLIOGLIOMA causes SEIZURES,51,83,,58,96,causes,0.9000703207408192,902994-FS1-4,We present a rare case of an adult patient without SEIZURES who is found to have a GANGLIOGLIOMA occurring in the cerebellopontine angle.,SEIZURES,GANGLIOGLIOMA,RO-disease_may_have_finding
721,502904678,7/14/2014 10:08:55,,1322702717,7/14/2014 10:08:25,clixsense,0.9722,15189335,GBR,K3,Peterborough,81.156.166.189,TOBRAMYCIN 03%/LOTEPREDNOL 05% treats TOTAL OCULAR INFLAMMATION,146,198,,170,228,treats,0.848874687627165,908259-FS1-2,"Tobramycin 0.3%/dexamethasone 0.1% significantly decreased clinical signs of ocular inflammation (ie, blepharitis, discharge, conjunctivitis) and TOTAL OCULAR INFLAMMATION scores when compared with TOBRAMYCIN 03%/LOTEPREDNOL 05% in patients with moderate to severe blepharo keratoconjunctivitis.",TOTAL OCULAR INFLAMMATION,TOBRAMYCIN 03%/LOTEPREDNOL 05%,RO-may_treat
728,502904680,7/14/2014 10:08:02,,1322701991,7/14/2014 10:07:22,instagc,0.8889,25901556,GBR,C3,Saint Ives,82.9.129.2,ORAL PREDNISONE AND CYCLOPHOSPHAMIDE treats INFLAMMATION,154,81,,165,117,treats,0.977355554850442,907653-FS1-2,"Nevertheless, immunosuppressive therapy (pulse IV methylprednisolone followed by ORAL PREDNISONE AND CYCLOPHOSPHAMIDE) can be given to attempt to control INFLAMMATION in patients who develop severe renal disease.",INFLAMMATION,ORAL PREDNISONE AND CYCLOPHOSPHAMIDE,RO-may_treat
742,502904682,7/14/2014 10:07:07,,1322701388,7/14/2014 10:06:20,clixsense,0.9722,15189335,GBR,K3,Peterborough,81.156.166.189,MASTOCYTOSIS causes HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH,78,0,,126,12,causes,0.9282791216329142,902194-FS1-4,"MASTOCYTOSIS is a heterogeneous group of disorders characterized by mast cell HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH nodes, gastrointestinal tract, and skin.",HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH,MASTOCYTOSIS,RO-disease_has_primary_anatomic_site
749,502904683,7/14/2014 10:12:54,,1322705598,7/14/2014 10:12:47,neodev,0.6944,17610000,GBR,I2,Manchester,90.200.140.201,HUMAN BRAIN TISSUE treats SUSPECTED OR ATYPICAL PRION DISEASE,229,281,,246,316,treats,0.4200840252084029,905060-FS1-2,"No beta (A4) amyloid plaques or CAA were found in six marmosets who were older than the injected animals, in four marmosets that had not developed spongiform encephalopathy (SE) having been injected several years previously with HUMAN BRAIN TISSUE from three younger patients with SUSPECTED OR ATYPICAL PRION DISEASE or in 10 younger marmosets who had undergone various neurosurgical procedures.",HUMAN BRAIN TISSUE,SUSPECTED OR ATYPICAL PRION DISEASE,RO-has_finding_site
763,502904687,7/14/2014 10:08:56,,1322702718,7/14/2014 10:08:02,instagc,0.8889,25901556,GBR,C3,Saint Ives,82.9.129.2,no_relation,40,69,,64,81,treats,0.609994281330419,906849-FS1-2,We compared the changes of non specific BRONCHIAL HYPERREACTIVITY to METHACHOLINE UNDW and exercise in 2 groups of patients with mite asthma treated with local immunotherapy (LIT group: 12 patients) and subcutaneous immunotherapy (SIT group: 8 patients) for 1 year.,BRONCHIAL HYPERREACTIVITY,METHACHOLINE,RO-may_diagnose
791,502904693,7/14/2014 10:13:29,,1322706083,7/14/2014 10:12:29,instagc,0.7903,24252915,GBR,B7,Bristol,77.98.139.82,DRUG causes ADVERSE DRUG REACTIONS,39,31,,42,53,causes,0.629940788348712,903694-FS1-4,"The elderly are predisposed to ADVERSE DRUG REACTIONS because of age related physiologic changes, interaction of one drug with another, and interaction between a DRUG and a coexisting medical condition.",DRUG,ADVERSE DRUG REACTIONS,RO-has_causative_agent
798,502904694,7/14/2014 10:27:24,,1322715831,7/14/2014 10:27:19,instagc,0.7986,27753923,GBR,,,188.30.192.65,HYPERTENSION treats DOXAZOSIN,50,25,,61,34,treats,0.99654575824488,908046-FS1-2,He took a 1 mg tablet of DOXAZOSIN daily for mild HYPERTENSION,HYPERTENSION,DOXAZOSIN,RO-may_treat
805,502904695,7/14/2014 10:07:20,,1322701585,7/14/2014 10:06:41,instagc,0.8889,25901556,GBR,C3,Saint Ives,82.9.129.2,no_relation,48,0,,62,21,causes,0.375,908088-FS1-4,INSULIN PEPTIDE B9 23 is a major autoantigen in TYPE 1 DIABETES,TYPE 1 DIABETES,INSULIN PEPTIDE B9 23,RO-may_treat
819,502904699,7/14/2014 10:18:21,,1322709255,7/14/2014 10:17:19,clixsense,0.7139,27871219,NLD,07,Amsterdam,87.210.207.223,L DOPA WITH PERIPHERAL DECARBOXYLASE treats PARKINSON'S SYNDROME,20,71,,39,107,treats,0.979957887012223,908179-FS1-2,In 38 patients with PARKINSON'S SYNDROME Madopar preparation was used (L DOPA WITH PERIPHERAL DECARBOXYLASE inhibitor) in 33 cases as the main drug and in 5 cases as an addition to L dopa.,PARKINSON'S SYNDROME,L DOPA WITH PERIPHERAL DECARBOXYLASE,RO-may_treat
833,502904706,7/14/2014 10:10:40,,1322704024,7/14/2014 10:10:05,instagc,0.8889,25901556,GBR,C3,Saint Ives,82.9.129.2,no_relation,35,116,,63,135,causes,0.762000762001143,901608-FS1-4,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS,RO-disease_has_finding
875,502912465,7/14/2014 12:46:36,,1322812399,7/14/2014 12:45:53,elite,0.75,27433978,AUS,05,Plympton,110.174.120.88,no_relation,66,112,,72,126,causes,0.4850712500726661,902028-FS1-4,"However, the patients with extensive intestinal metaplasia of the STOMACH belong to the high risk group for the GASTRIC CANCER",STOMACH,GASTRIC CANCER,RO-disease_has_primary_anatomic_site
896,502912468,7/14/2014 13:54:28,,1322859645,7/14/2014 13:54:08,zoombucks,0.7764,5919735,USA,PA,Doylestown,173.49.91.231,no_relation,191,133,,197,141,causes,0.904194430179465,905412-FS1-4,Lacunes consist of small vascular lesions with a volume of between 2 and about 30 mm. These lacunar infarctions are determined by an ISCHEMIA caused by obstructive diseases of small terminal VESSELS in the deep areas of the brain.,VESSELS,ISCHEMIA,RO-has_finding_site
903,502912469,7/14/2014 12:47:15,,1322812848,7/14/2014 12:46:37,elite,0.75,27433978,AUS,05,Plympton,110.174.120.88,ACUTE PROMYELOCYTIC LEUKEMIA causes DISSEMINATED INTRAVASCULAR COAGULATION,61,103,,98,131,causes,0.911684611677103,902751-FS1-4,"Higuchi T, Shimizu T, Mori H, et al: Coagulation patterns of DISSEMINATED INTRAVASCULAR COAGULATION in ACUTE PROMYELOCYTIC LEUKEMIA",DISSEMINATED INTRAVASCULAR COAGULATION,ACUTE PROMYELOCYTIC LEUKEMIA,RO-disease_may_have_finding
924,502912476,7/14/2014 12:35:00,,1322804555,7/14/2014 12:34:41,clixsense,0.9583,27871219,NLD,07,Amsterdam,87.210.207.223,DUCTAL CARCINOMA IN SITU causes MICROCALCIFICATION,53,0,,70,24,causes,1.0,902812-FS1-4,"DUCTAL CARCINOMA IN SITU (DCIS) usually manifests as MICROCALCIFICATION on mammography, but several other unusual forms of presentation on mammography are also described.",MICROCALCIFICATION,DUCTAL CARCINOMA IN SITU,RO-disease_may_have_finding
931,502912477,7/14/2014 12:56:13,,1322819024,7/14/2014 12:55:40,clixsense,0.8194,15189335,GBR,K3,Peterborough,81.156.166.189,FIBROMYALGIA SYNDROME causes PAIN,63,4,,66,25,causes,0.986393923832143,904620-FS1-4,The FIBROMYALGIA SYNDROME (FMS) is characterized by widespread PAIN and diffuse tenderness in specified locations.,PAIN,FIBROMYALGIA SYNDROME,RO-has_definitional_manifestation
959,502912485,7/14/2014 12:36:19,,1322805379,7/14/2014 12:35:56,clixsense,0.9583,27871219,NLD,07,Amsterdam,87.210.207.223,HYPERTENSION causes HYPERTENSIVE CRISIS,90,141,,101,160,causes,0.9594032236002472,901968-FS1-4,The case is presented of a 49 year old female who had had chronic renal insufficiency and HYPERTENSION for several years and who developed a HYPERTENSIVE CRISIS after cessation of therapy with clonidine and nadolol.,HYPERTENSION,HYPERTENSIVE CRISIS,RO-disease_has_finding
973,502912488,7/14/2014 12:34:48,,1322804467,7/14/2014 12:34:12,prodege,0.8889,27934334,GBR,Q2,Wokingham,86.166.73.21,no_relation,55,127,,69,141,causes,0.753778361444409,900400-FS1-4,"The classic features of a patient with fully developed GRAVES' DISEASE are difficult to overlook, but the clinical features of THYROTOXICOSIS vary with the etiology of the disease and the sensitivity of the patient's peripheral tissues.",GRAVES' DISEASE,THYROTOXICOSIS,RO-cause_of
980,502912490,7/14/2014 13:20:15,,1322835049,7/14/2014 13:19:14,clixsense,0.7,24896327,GBR,V2,Glasgow,94.2.231.4,no_relation,189,228,,200,244,causes,0.8728715609439692,902695-FS1-4,"? Screen all patients with MEN2 for pheochromocytoma before parathyroidectomy, and consider screening for pheochromocytoma in patients with primary hyperparathyroidism who have significant HYPERTENSION or symptoms suggestive of PHEOCHROMOCYTOMA",HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
987,502912492,7/14/2014 12:34:28,,1322804271,7/14/2014 12:34:23,neodev,0.9583,17610000,GBR,I2,Manchester,90.200.140.201,RHEUMATOID ARTHRITIS treats INJECTABLE GOLD FOR RHEUMATOID ARTHRITIS,327,307,,346,347,treats,0.9931270663228408,907956-FS1-2,"Sulfasalazine for rheumatoid arthritis  Penicillamine for treating rheumatoid arthritis  Moderate term, low dose corticosteroids for rheumatoid arthritis  Biologics for rheumatoid arthritis: an overview of Cochrane reviews  Low level laser therapy (Classes I, II and III) for treating rheumatoid arthritis  INJECTABLE GOLD FOR RHEUMATOID ARTHRITIS  Herbal therapy for treating rheumatoid arthritis  Folic acid and folinic acid for reducing side effects in patients receiving methotrexate for RHEUMATOID ARTHRITIS  WITHDRAWN: Dynamic exercise therapy for rheumatoid arthritis  Cyclosporine for treating rheumatoid arthritis  Cyclophosphamide for treating rheumatoid arthritis  Balneotherapy for rheumatoid arthritis  Azathioprine for treating rheumatoid arthritis.",RHEUMATOID ARTHRITIS,INJECTABLE GOLD FOR RHEUMATOID ARTHRITIS,RO-may_treat
994,502912493,7/14/2014 12:33:53,,1322803834,7/14/2014 12:33:17,clixsense,0.9583,27871219,NLD,07,Amsterdam,87.210.207.223,no_relation,156,111,,164,137,causes,0.329292779969071,901581-FS1-4,"The high frequency of herpes simplex virus type 2 (HSV 2) antibodies in young women (21 years or younger) with CERVICAL CARCINOMA IN SITU and in women with DYSPLASIA or carcinoma in situ, matched for various sexual attributes to control women, provide support for a causal relation.",DYSPLASIA,CERVICAL CARCINOMA IN SITU,RO-disease_has_finding
1008,502912497,7/14/2014 13:02:06,,1322822850,7/14/2014 13:01:27,rewardsspot,0.7153,24482174,GBR,H9,London,46.23.68.180,no_relation,87,101,,112,113,causes,0.640512615220348,903953-FS1-4,Neither the impact of the HIV pandemic nor the occurrence of multiresistant strains of MYCOBACTERIUM TUBERCULOSIS has yet become a major problem in the care of TUBERCULOSIS patients in Sweden.,MYCOBACTERIUM TUBERCULOSIS,TUBERCULOSIS,RO-has_causative_agent
1029,502912501,7/14/2014 12:34:40,,1322804414,7/14/2014 12:34:15,clixsense,0.9583,27871219,NLD,07,Amsterdam,87.210.207.223,NEUROENDOCRINE DIFFERENTIATION causes SMALL CELL CARCINOMA,202,304,,231,324,causes,0.64699663922063,901816-FS1-4,"In investigation on carcinogenesis the first reports were published on the use of antisense oligonucleotides during inhibition of the development of tumours by a humoral mechanism and on the gene based NEUROENDOCRINE DIFFERENTIATION of the lungs, perhaps associated with the basis for the development of SMALL CELL CARCINOMA",NEUROENDOCRINE DIFFERENTIATION,SMALL CELL CARCINOMA,RO-disease_has_finding
1036,502912502,7/14/2014 13:07:23,,1322826303,7/14/2014 13:06:58,prodege,0.6278,11616695,GBR,P7,Wigan,92.29.199.166,no_relation,196,183,,215,195,causes,0.741998516004452,903523-FS1-4,"Of the 5,442 ticks collected, 90% (4,893) were the winter tick, Dermacentor albipictus, and 10% (549) were the deer tick, Ixodes dammini, the primary vector of the causative agent of LYME DISEASE BORRELIA BURGDORFERI",BORRELIA BURGDORFERI,LYME DISEASE,RO-has_causative_agent
1050,502912504,7/14/2014 13:03:35,,1322823826,7/14/2014 13:02:49,rewardsspot,0.7153,24482174,GBR,H9,London,46.23.68.180,ALLERGY causes VERNAL KERATOCONJUNCTIVITIS,222,337,,248,344,causes,0.8427009716003839,900163-FS1-4,"Allergic eye diseases are characterized by IgE mast cell mediated, as seen in allergic conjunctivitis; chronic mast cell activation and eosinophil/T lymphocyte mediated response, as seen in giant papillary conjunctivitis, VERNAL KERATOCONJUNCTIVITIS and atopic keratoconjunctivitis; or a T lymphocyte mediated response in contact ocular ALLERGY",VERNAL KERATOCONJUNCTIVITIS,ALLERGY,RO-cause_of
1064,502912508,7/14/2014 12:34:21,,1322804218,7/14/2014 12:34:16,neodev,0.9583,17610000,GBR,I2,Manchester,90.200.140.201,ESOPHAGUS treats ESOPHAGEAL CANCER,122,32,,130,49,treats,0.477334370505438,902460-FS1-2,"Since 1982, three patients with ESOPHAGEAL CANCER complicated with pulmonary bullae have been treated by operation on the ESOPHAGUS and lung in one performance: In all the patients, the bullae were on the same side of the operation.",ESOPHAGUS,ESOPHAGEAL CANCER,RO-disease_has_primary_anatomic_site
1071,502912509,7/14/2014 13:39:49,,1322848951,7/14/2014 13:39:00,prodege,0.6181,17982533,GBR,H3,Leeds,90.193.39.185,PAPAVERINE treats ERECTILE DYSFUNCTION,84,121,,103,131,treats,0.629940788348712,906676-FS1-2,To evaluate the use of papaverine induced erection as a diagnostic test in men with ERECTILE DYSFUNCTION 24 patients had PAPAVERINE injected into the corpus cavernosum.,ERECTILE DYSFUNCTION,PAPAVERINE,RO-may_diagnose
1078,502912510,7/14/2014 12:43:53,,1322810634,7/14/2014 12:43:47,clixsense,0.875,25419319,GBR,H8,Liverpool,94.4.192.228,WHIPPLE'S DISEASE causes BACTERIUM,65,124,,73,141,causes,0.64699663922063,903809-FS1-4,This is in accordance with the phylogenetic relationship of this BACTERIUM as well as with known epidemiological aspects of WHIPPLE'S DISEASE,BACTERIUM,WHIPPLE'S DISEASE,RO-has_causative_agent
1099,502912514,7/14/2014 12:36:19,,1322805382,7/14/2014 12:35:56,clixsense,0.9583,27871219,NLD,07,Amsterdam,87.210.207.223,INSENSITIVITY SYNDROME (TESTICULAR FEMINIZATION SYNDROME) causes ESTROGEN SECRETING MALIGNANT SEX CORD STROMAL TUMOR,127,58,,177,115,causes,0.933256525257383,906067-FS1-4,We report on a 68 year old patient with complete androgen INSENSITIVITY SYNDROME (TESTICULAR FEMINIZATION SYNDROME) in whom an ESTROGEN SECRETING MALIGNANT SEX CORD STROMAL TUMOR developed in an intraabdominal testis.,ESTROGEN SECRETING MALIGNANT SEX CORD STROMAL TUMOR,INSENSITIVITY SYNDROME (TESTICULAR FEMINIZATION SYNDROME),RO-has_manifestation
1106,502912515,7/14/2014 12:34:21,,1322804220,7/14/2014 12:34:16,neodev,0.9583,17610000,GBR,I2,Manchester,90.200.140.201,MPNSTS causes NEUROFIBROMATOSIS TYPE 1,222,167,,227,191,causes,0.301511344577764,906234-FS1-4,"PDGFRA, PDGFRB, and EGFR were immunohistochemically, biochemically, cytogenetically, and mutationally analyzed along with the detection of their cognate ligands in 16 NEUROFIBROMATOSIS TYPE 1 (NF1) related and 11 sporadic MPNSTS",MPNSTS,NEUROFIBROMATOSIS TYPE 1,RO-has_manifestation
